Repetition #1	Repetition #1	Repetition #1
2020-08-03 12:35:57.513460	2020-08-03 12:35:57.718937	
		
2020-08-03 12:35:57.729829	2020-08-03 12:35:57.934544	
		
2020-08-03 12:35:57.945165	2020-08-03 12:35:58.150301	
		
2020-08-03 12:35:58.161034	2020-08-03 12:35:58.366334	
		
2020-08-03 12:35:58.376942	2020-08-03 12:35:58.582251	
		
2020-08-03 12:35:58.592884	2020-08-03 12:35:58.797883	
		
2020-08-03 12:35:58.808543	2020-08-03 12:35:59.013458	
		
2020-08-03 12:35:59.024076	2020-08-03 12:35:59.229347	
		
2020-08-03 12:35:59.240272	2020-08-03 12:35:59.445337	
		
2020-08-03 12:35:59.456048	2020-08-03 12:35:59.660875	
		
		
		
Repetition #8	Repetition #8	
2020-08-03 12:35:59.671640	2020-08-03 12:35:59.876999	
		
2020-08-03 12:35:59.887863	2020-08-03 12:36:00.092424	
		
2020-08-03 12:36:00.102966	2020-08-03 12:36:00.307520	
		
2020-08-03 12:36:00.318216	2020-08-03 12:36:00.523375	
		
2020-08-03 12:36:00.534073	2020-08-03 12:36:00.739194	
		
2020-08-03 12:36:00.750102	2020-08-03 12:36:00.955115	
		
2020-08-03 12:36:00.965690	2020-08-03 12:36:01.170942	
		
2020-08-03 12:36:01.181695	2020-08-03 12:36:01.386653	
		
2020-08-03 12:36:01.397508	2020-08-03 12:36:01.601902	
		
2020-08-03 12:36:01.612496	2020-08-03 12:36:01.817460	
		
2020-08-03 12:36:01.828397	2020-08-03 12:36:02.033100	
		
2020-08-03 12:36:02.043934	2020-08-03 12:36:02.248644	
		
2020-08-03 12:36:02.259321	2020-08-03 12:36:02.464514	
		
2020-08-03 12:36:02.475337	2020-08-03 12:36:02.680501	
		
2020-08-03 12:36:02.691051	2020-08-03 12:36:02.896255	
		
2020-08-03 12:36:02.907043	2020-08-03 12:36:03.111758	
		
2020-08-03 12:36:03.122364	2020-08-03 12:36:03.327460	
		
2020-08-03 12:36:03.338285	2020-08-03 12:36:03.543484	
		
2020-08-03 12:36:03.554174	2020-08-03 12:36:03.759035	
		
2020-08-03 12:36:03.769674	2020-08-03 12:36:03.974659	
		
2020-08-03 12:36:03.985266	2020-08-03 12:36:04.190306	
		
2020-08-03 12:36:04.201191	2020-08-03 12:36:04.406322	
		
2020-08-03 12:36:04.417147	2020-08-03 12:36:04.622355	
		
2020-08-03 12:36:04.633131	2020-08-03 12:36:04.838351	
		
2020-08-03 12:36:04.848962	2020-08-03 12:36:05.053946	
		
2020-08-03 12:36:05.064855	2020-08-03 12:36:05.270218	
		
2020-08-03 12:36:05.280919	2020-08-03 12:36:05.486114	
		
2020-08-03 12:36:05.496894	2020-08-03 12:36:05.701563	
		
2020-08-03 12:36:05.712200	2020-08-03 12:36:05.917630	
		
2020-08-03 12:36:05.928257	2020-08-03 12:36:06.133249	
		
2020-08-03 12:36:06.143823	2020-08-03 12:36:06.348786	
		
2020-08-03 12:36:06.359474	2020-08-03 12:36:06.564602	
		
2020-08-03 12:36:06.575465	2020-08-03 12:36:06.780259	
		
2020-08-03 12:36:06.791006	2020-08-03 12:36:06.995938	
		
2020-08-03 12:36:07.006475	2020-08-03 12:36:07.211398	
		
2020-08-03 12:36:07.222041	2020-08-03 12:36:07.426992	
		
2020-08-03 12:36:07.437753	2020-08-03 12:36:07.642355	
		
2020-08-03 12:36:07.652928	2020-08-03 12:36:07.858122	
		
2020-08-03 12:36:07.868948	2020-08-03 12:36:08.073740	
		
2020-08-03 12:36:08.084772	2020-08-03 12:36:08.289910	
		
2020-08-03 12:36:08.300783	2020-08-03 12:36:08.505862	
		
2020-08-03 12:36:08.516479	2020-08-03 12:36:08.721725	
		
2020-08-03 12:36:08.732550	2020-08-03 12:36:08.938149	
		
2020-08-03 12:36:08.949047	2020-08-03 12:36:09.154148	
		
2020-08-03 12:36:09.164957	2020-08-03 12:36:09.370043	
		
2020-08-03 12:36:09.380656	2020-08-03 12:36:09.585815	
		
2020-08-03 12:36:09.596577	2020-08-03 12:36:09.801684	
		
2020-08-03 12:36:09.812447	2020-08-03 12:36:10.017310	
		
2020-08-03 12:36:10.028051	2020-08-03 12:36:10.233358	
		
2020-08-03 12:36:10.244136	2020-08-03 12:36:10.449305	
		
2020-08-03 12:36:10.460149	2020-08-03 12:36:10.665407	
		
2020-08-03 12:36:10.676034	2020-08-03 12:36:10.881114	
		
2020-08-03 12:36:10.891881	2020-08-03 12:36:11.096796	
		
2020-08-03 12:36:11.107620	2020-08-03 12:36:11.312240	
		
2020-08-03 12:36:11.322837	2020-08-03 12:36:11.528063	
		
2020-08-03 12:36:11.538889	2020-08-03 12:36:11.743530	
		
2020-08-03 12:36:11.754113	2020-08-03 12:36:11.959161	
		
2020-08-03 12:36:11.969790	2020-08-03 12:36:12.174698	
		
2020-08-03 12:36:12.185343	2020-08-03 12:36:12.390407	
		
2020-08-03 12:36:12.401139	2020-08-03 12:36:12.605839	
		
2020-08-03 12:36:12.616623	2020-08-03 12:36:12.821453	
		
2020-08-03 12:36:12.832083	2020-08-03 12:36:13.036654	
		
2020-08-03 12:36:13.047248	2020-08-03 12:36:13.252000	
		
2020-08-03 12:36:13.262844	2020-08-03 12:36:13.467911	
		
2020-08-03 12:36:13.478803	2020-08-03 12:36:13.683964	
		
2020-08-03 12:36:13.694792	2020-08-03 12:36:13.899959	
		
2020-08-03 12:36:13.910847	2020-08-03 12:36:14.115503	
		
2020-08-03 12:36:14.126244	2020-08-03 12:36:14.331507	
		
2020-08-03 12:36:14.342315	2020-08-03 12:36:14.547374	
		
2020-08-03 12:36:14.558162	2020-08-03 12:36:14.763229	
		
2020-08-03 12:36:14.773884	2020-08-03 12:36:14.978903	
		
2020-08-03 12:36:14.989732	2020-08-03 12:36:15.194704	
		
2020-08-03 12:36:15.205422	2020-08-03 12:36:15.410778	
		
2020-08-03 12:36:15.421672	2020-08-03 12:36:15.626490	
		
2020-08-03 12:36:15.637285	2020-08-03 12:36:15.842244	
		
2020-08-03 12:36:15.853121	2020-08-03 12:36:16.058562	
		
2020-08-03 12:36:16.069231	2020-08-03 12:36:16.274414	
		
2020-08-03 12:36:16.285266	2020-08-03 12:36:16.490272	
		
2020-08-03 12:36:16.501196	2020-08-03 12:36:16.706668	
		
2020-08-03 12:36:16.717739	2020-08-03 12:36:16.923256	
		
2020-08-03 12:36:16.934010	2020-08-03 12:36:17.139576	
		
2020-08-03 12:36:17.150377	2020-08-03 12:36:17.355745	
		
2020-08-03 12:36:17.366544	2020-08-03 12:36:17.572066	
		
2020-08-03 12:36:17.582954	2020-08-03 12:36:17.788352	
		
2020-08-03 12:36:17.799095	2020-08-03 12:36:18.004453	
		
2020-08-03 12:36:18.015219	2020-08-03 12:36:18.219961	
		
2020-08-03 12:36:18.230602	2020-08-03 12:36:18.436093	
		
2020-08-03 12:36:18.446765	2020-08-03 12:36:18.652073	
		
2020-08-03 12:36:18.662792	2020-08-03 12:36:18.868067	
		
2020-08-03 12:36:18.878795	2020-08-03 12:36:19.084244	
		
2020-08-03 12:36:19.094878	2020-08-03 12:36:19.300429	
		
2020-08-03 12:36:19.311252	2020-08-03 12:36:19.516616	
		
2020-08-03 12:36:19.527489	2020-08-03 12:36:19.732775	
		
2020-08-03 12:36:19.743390	2020-08-03 12:36:19.948666	
		
2020-08-03 12:36:19.959318	2020-08-03 12:36:20.164308	
		
2020-08-03 12:36:20.175075	2020-08-03 12:36:20.380631	
		
2020-08-03 12:36:20.391459	2020-08-03 12:36:20.597069	
		
2020-08-03 12:36:20.607888	2020-08-03 12:36:20.813248	
		
2020-08-03 12:36:20.823972	2020-08-03 12:36:21.029581	
		
2020-08-03 12:36:21.040348	2020-08-03 12:36:21.245633	
		
		
		
Repetition #9	Repetition #9	
2020-08-03 12:36:21.256488	2020-08-03 12:36:21.462132	
		
2020-08-03 12:36:21.473089	2020-08-03 12:36:21.678782	
		
2020-08-03 12:36:21.689485	2020-08-03 12:36:21.895061	
		
2020-08-03 12:36:21.905889	2020-08-03 12:36:22.111267	
		
2020-08-03 12:36:22.122023	2020-08-03 12:36:22.327545	
		
2020-08-03 12:36:22.338181	2020-08-03 12:36:22.543966	
		
2020-08-03 12:36:22.554800	2020-08-03 12:36:22.760374	
		
2020-08-03 12:36:22.771335	2020-08-03 12:36:22.976937	
		
2020-08-03 12:36:22.987898	2020-08-03 12:36:23.193347	
		
2020-08-03 12:36:23.204089	2020-08-03 12:36:23.409267	
		
2020-08-03 12:36:23.420011	2020-08-03 12:36:23.625557	
		
2020-08-03 12:36:23.636310	2020-08-03 12:36:23.841634	
		
2020-08-03 12:36:23.852667	2020-08-03 12:36:24.058408	
		
2020-08-03 12:36:24.069416	2020-08-03 12:36:24.274688	
		
2020-08-03 12:36:24.285417	2020-08-03 12:36:24.490710	
		
2020-08-03 12:36:24.501696	2020-08-03 12:36:24.706841	
		
2020-08-03 12:36:24.717559	2020-08-03 12:36:24.923205	
		
2020-08-03 12:36:24.934183	2020-08-03 12:36:25.139815	
		
2020-08-03 12:36:25.150471	2020-08-03 12:36:25.356215	
		
2020-08-03 12:36:25.367069	2020-08-03 12:36:25.572835	
		
2020-08-03 12:36:25.583442	2020-08-03 12:36:25.788986	
		
2020-08-03 12:36:25.799845	2020-08-03 12:36:26.005348	
		
2020-08-03 12:36:26.016341	2020-08-03 12:36:26.221389	
		
2020-08-03 12:36:26.232130	2020-08-03 12:36:26.437037	
		
2020-08-03 12:36:26.447952	2020-08-03 12:36:26.653254	
		
2020-08-03 12:36:26.664193	2020-08-03 12:36:26.869429	
		
2020-08-03 12:36:26.880105	2020-08-03 12:36:27.085240	
		
2020-08-03 12:36:27.095968	2020-08-03 12:36:27.300892	
		
2020-08-03 12:36:27.311601	2020-08-03 12:36:27.516642	
		
2020-08-03 12:36:27.527386	2020-08-03 12:36:27.732452	
		
2020-08-03 12:36:27.743187	2020-08-03 12:36:27.948658	
		
2020-08-03 12:36:27.959359	2020-08-03 12:36:28.164247	
		
2020-08-03 12:36:28.174945	2020-08-03 12:36:28.379870	
		
2020-08-03 12:36:28.390501	2020-08-03 12:36:28.595861	
		
2020-08-03 12:36:28.606407	2020-08-03 12:36:28.811261	
		
2020-08-03 12:36:28.822348	2020-08-03 12:36:29.027261	
		
2020-08-03 12:36:29.037899	2020-08-03 12:36:29.242749	
		
2020-08-03 12:36:29.253618	2020-08-03 12:36:29.458665	
		
2020-08-03 12:36:29.469286	2020-08-03 12:36:29.674191	
		
2020-08-03 12:36:29.685037	2020-08-03 12:36:29.890104	
		
2020-08-03 12:36:29.900871	2020-08-03 12:36:30.105735	
		
2020-08-03 12:36:30.116635	2020-08-03 12:36:30.321432	
		
2020-08-03 12:36:30.332400	2020-08-03 12:36:30.537299	
		
2020-08-03 12:36:30.548004	2020-08-03 12:36:30.753010	
		
2020-08-03 12:36:30.763613	2020-08-03 12:36:30.968407	
		
2020-08-03 12:36:30.979218	2020-08-03 12:36:31.184573	
		
2020-08-03 12:36:31.195250	2020-08-03 12:36:31.400430	
		
2020-08-03 12:36:31.410973	2020-08-03 12:36:31.616374	
		
2020-08-03 12:36:31.626988	2020-08-03 12:36:31.831984	
		
2020-08-03 12:36:31.842693	2020-08-03 12:36:32.047987	
		
2020-08-03 12:36:32.058527	2020-08-03 12:36:32.263763	
		
2020-08-03 12:36:32.274613	2020-08-03 12:36:32.479653	
		
2020-08-03 12:36:32.490352	2020-08-03 12:36:32.695202	
		
2020-08-03 12:36:32.706062	2020-08-03 12:36:32.911178	
		
2020-08-03 12:36:32.922093	2020-08-03 12:36:33.127272	
		
2020-08-03 12:36:33.138090	2020-08-03 12:36:33.342639	
		
2020-08-03 12:36:33.353582	2020-08-03 12:36:33.558684	
		
2020-08-03 12:36:33.569609	2020-08-03 12:36:33.774269	
		
2020-08-03 12:36:33.784865	2020-08-03 12:36:33.989825	
		
2020-08-03 12:36:34.000733	2020-08-03 12:36:34.205393	
		
2020-08-03 12:36:34.216025	2020-08-03 12:36:34.420738	
		
2020-08-03 12:36:34.431290	2020-08-03 12:36:34.636262	
		
2020-08-03 12:36:34.646815	2020-08-03 12:36:34.851778	
		
2020-08-03 12:36:34.862447	2020-08-03 12:36:35.067574	
		
2020-08-03 12:36:35.078366	2020-08-03 12:36:35.283215	
		
2020-08-03 12:36:35.293916	2020-08-03 12:36:35.498778	
		
2020-08-03 12:36:35.509447	2020-08-03 12:36:35.714682	
		
2020-08-03 12:36:35.725383	2020-08-03 12:36:35.930580	
		
2020-08-03 12:36:35.941221	2020-08-03 12:36:36.146227	
		
2020-08-03 12:36:36.156867	2020-08-03 12:36:36.361743	
		
2020-08-03 12:36:36.372352	2020-08-03 12:36:36.577048	
		
2020-08-03 12:36:36.587906	2020-08-03 12:36:36.793207	
		
2020-08-03 12:36:36.803892	2020-08-03 12:36:37.008715	
		
2020-08-03 12:36:37.019294	2020-08-03 12:36:37.224421	
		
2020-08-03 12:36:37.234998	2020-08-03 12:36:37.439937	
		
2020-08-03 12:36:37.450532	2020-08-03 12:36:37.655517	
		
2020-08-03 12:36:37.666143	2020-08-03 12:36:37.871030	
		
2020-08-03 12:36:37.881638	2020-08-03 12:36:38.086642	
		
2020-08-03 12:36:38.097436	2020-08-03 12:36:38.302658	
		
2020-08-03 12:36:38.313442	2020-08-03 12:36:38.518822	
		
2020-08-03 12:36:38.529429	2020-08-03 12:36:38.734544	
		
2020-08-03 12:36:38.745365	2020-08-03 12:36:38.950483	
		
2020-08-03 12:36:38.961370	2020-08-03 12:36:39.166530	
		
2020-08-03 12:36:39.177412	2020-08-03 12:36:39.382586	
		
2020-08-03 12:36:39.393360	2020-08-03 12:36:39.598783	
		
2020-08-03 12:36:39.609798	2020-08-03 12:36:39.815177	
		
2020-08-03 12:36:39.826083	2020-08-03 12:36:40.031586	
		
2020-08-03 12:36:40.042340	2020-08-03 12:36:40.247331	
		
2020-08-03 12:36:40.258078	2020-08-03 12:36:40.463711	
		
2020-08-03 12:36:40.474515	2020-08-03 12:36:40.680368	
		
2020-08-03 12:36:40.691234	2020-08-03 12:36:40.896808	
		
2020-08-03 12:36:40.907495	2020-08-03 12:36:41.113043	
		
2020-08-03 12:36:41.124000	2020-08-03 12:36:41.329314	
		
2020-08-03 12:36:41.339979	2020-08-03 12:36:41.545395	
		
2020-08-03 12:36:41.556216	2020-08-03 12:36:41.761700	
		
2020-08-03 12:36:41.772630	2020-08-03 12:36:41.978080	
		
2020-08-03 12:36:41.988969	2020-08-03 12:36:42.194647	
		
2020-08-03 12:36:42.205508	2020-08-03 12:36:42.411116	
		
2020-08-03 12:36:42.422064	2020-08-03 12:36:42.627171	
		
2020-08-03 12:36:42.638045	2020-08-03 12:36:42.843375	
		
